,,code_comment_count_growth_rate,code_comment_deprecated_count_growth_rate,code_comment_deprecated_ratio,code_comment_explanation_count_growth_rate,code_comment_explanation_ratio,code_comment_future work_count_growth_rate,code_comment_future work_ratio,issue_comment_bug report_count_growth_rate,issue_comment_bug report_ratio,issue_comment_conclusion_count_growth_rate,issue_comment_conclusion_ratio,issue_comment_count_growth_rate,issue_comment_discussion_count_growth_rate,issue_comment_discussion_ratio,issue_comment_feature request_count_growth_rate,issue_comment_feature request_ratio,issue_comment_question_count_growth_rate,issue_comment_question_ratio,issue_comment_solution_count_growth_rate,issue_comment_solution_ratio,positivity_ratio,star_count_end,star_count_start,star_growth_rate
2012Q4,pallets/flask,2.6666666666666665,-0.5,0.09090909090909091,2.0,0.8181818181818182,0.0,0.09090909090909091,,,,,,,,,,,,,,0.2727272727272727,4149.0,4140.0,0.0021739130434783593
2012Q4,rails/rails,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.3333333333333333,,,1.0,0.6666666666666666,,,0.0,14553.0,14249.0,0.021334830514422087
2013Q1,django/django,-0.8235294117647058,0.0,,-0.8,1.0,0.0,,,,,,,,,,,,,,,0.3333333333333333,4267.0,3733.0,0.14304848647200652
2013Q1,pallets/flask,-0.8181818181818181,0.0,,-0.7777777777777778,1.0,0.0,,,,,,,,,,,,,,,0.0,4619.0,4619.0,0.0
2013Q1,rails/rails,0.0,0.0,,0.0,,0.0,,,,0.0,,-0.6666666666666667,0.0,1.0,,,0.0,,,,0.0,15133.0,15133.0,0.0
2013Q2,django/django,84.66666666666667,15.0,0.0622568093385214,73.66666666666667,0.8715953307392996,7.5,0.06614785992217899,,,,,,,,,,,,,,0.20622568093385213,5460.0,4520.0,0.2079646017699115
2013Q2,facebook/react,,,,,0.7142857142857143,,0.2857142857142857,,,,,,,,,,,,,,0.0,462.0,246.0,0.8780487804878048
2013Q2,pallets/flask,4.0,0.0,0.1,3.5,0.9,0.0,,,,,,,,,,,,,,,0.0,5203.0,5171.0,0.0061883581512280905
2013Q2,rails/rails,-0.986013986013986,0.0,,-0.9836065573770492,1.0,0.0,,,,0.0,,2.0,0.0,0.3333333333333333,,,0.0,0.6666666666666666,,,0.2857142857142857,15679.0,15638.0,0.0026218186468858207
2013Q2,twbs/bootstrap,-0.6651583710407241,-0.875,0.013513513513513514,-0.6612021857923498,0.8378378378378378,-0.6333333333333333,0.14864864864864866,,,,,,,,,,,,,,0.24324324324324326,41652.0,40662.0,0.024347056219566232
2013Q3,Zulko/moviepy,,,0.013513513513513514,,0.8918918918918919,,0.0945945945945946,,,,,,,,,,,,,,0.25675675675675674,51.0,2.0,24.5
2013Q3,django/django,-0.933852140077821,0.0,,-0.9285714285714286,0.9411764705882353,-0.9411764705882353,0.058823529411764705,,,,,,,,,,,,,,0.23529411764705882,6080.0,5566.0,0.09234638878907653
2013Q3,facebook/react,7.142857142857142,,0.03508771929824561,9.2,0.8947368421052632,1.0,0.07017543859649122,,,,,,,,,,,,,,0.15789473684210525,1586.0,508.0,2.122047244094488
2013Q3,pallets/flask,-0.8,0.0,,-0.7777777777777778,1.0,0.0,,,,,,,,,,,,,,,0.0,5660.0,5660.0,0.0
2013Q3,twbs/bootstrap,0.7702702702702702,4.0,0.03816793893129771,0.967741935483871,0.9312977099236641,-0.6363636363636364,0.030534351145038167,,,,,,,,,,,,,,0.17557251908396945,43919.0,42706.0,0.028403503020652865
2013Q4,Zulko/moviepy,-0.9459459459459459,0.0,,-0.9393939393939394,1.0,0.0,,,,,,,,,,,,,,,0.25,257.0,103.0,1.495145631067961
2013Q4,django/django,0.7647058823529411,0.0,,0.875,1.0,0.0,,,,,,,,,,,,,,,0.1,7027.0,6448.0,0.08979528535980141
2013Q4,facebook/react,-0.19298245614035092,0.0,0.043478260869565216,-0.13725490196078427,0.9565217391304348,0.0,,,,,,,,,,,,,,,0.043478260869565216,3325.0,2371.0,0.4023618726275833
2013Q4,pallets/flask,0.5,0.0,,0.5,1.0,0.0,,,,,,,,,,,,,,,0.0,6447.0,6334.0,0.01784022734448998
2013Q4,rails/rails,0.0,0.0,,0.0,,0.0,,,,0.0,1.0,-0.6666666666666667,0.0,,,,0.0,,,,0.0,17236.0,17236.0,0.0
2013Q4,twbs/bootstrap,-0.9007633587786259,-0.4,0.23076923076923078,-0.9180327868852459,0.7692307692307693,0.0,,,,,,,,,,,,,,,0.0,47367.0,45515.0,0.04068988245633309
2014Q1,Zulko/moviepy,12.75,1.0,0.03636363636363636,10.75,0.8545454545454545,-0.1428571428571429,0.10909090909090909,,,,,,,,,,,,,,0.10909090909090909,455.0,332.0,0.3704819277108433
2014Q1,django/django,1.2333333333333334,-0.9375,0.014925373134328358,1.0333333333333332,0.9104477611940298,4.0,0.07462686567164178,,,,,,,,,,,,,,0.1044776119402985,7770.0,7093.0,0.09544621457775282
2014Q1,facebook/react,-0.7173913043478262,-0.5,0.07692307692307693,-0.7727272727272727,0.7692307692307693,-0.5,0.15384615384615385,,,,,,,,,,,,,,0.07692307692307693,4695.0,3417.0,0.3740122914837576
2014Q1,pallets/flask,-0.6666666666666667,0.0,,-0.6666666666666667,1.0,0.0,,,,,,,,,,,,,,,0.0,7328.0,7328.0,0.0
2014Q1,rails/rails,0.0,0.0,,0.0,,0.0,,,,0.0,,1.0,1.0,1.0,,,0.0,,,,0.5,17646.0,17527.0,0.00678952473326877
2014Q1,twbs/bootstrap,5.153846153846154,-0.33333333333333337,0.025,6.5,0.9375,-0.25,0.0375,,,,,,,,,,,,,,0.1625,49953.0,48899.0,0.021554633019080116
2014Q2,Zulko/moviepy,-0.509090909090909,0.0,0.07407407407407407,-0.4893617021276596,0.8888888888888888,-0.8333333333333334,0.037037037037037035,,,,,,,,,,,,,,0.14814814814814814,670.0,492.0,0.3617886178861789
2014Q2,django/django,-0.5970149253731343,0.0,0.037037037037037035,-0.6721311475409837,0.7407407407407407,0.19999999999999996,0.2222222222222222,,,,,,,,,,,,,,0.2222222222222222,8633.0,7901.0,0.09264650044298195
2014Q2,facebook/react,-0.9230769230769231,0.0,,-0.9,1.0,0.0,,,,,,,,0.2,,0.2,,0.6,,,0.0,6240.0,4772.0,0.30762782900251473
2014Q2,pallets/flask,23.0,0.0,0.041666666666666664,22.0,0.9583333333333334,0.0,,,,,,,,,,,,,,,0.08333333333333333,8156.0,7846.0,0.03951057863879681
2014Q2,rails/rails,-0.5,0.0,,-0.5,1.0,0.0,,,0.07692307692307693,0.0,,5.5,0.0,0.15384615384615385,,,4.0,0.7692307692307693,,,0.0,18818.0,18238.0,0.031801732646123515
2014Q2,twbs/bootstrap,-0.975,-0.5,0.5,-0.9866666666666667,0.5,0.0,,,,,,,,,,,,,,,0.0,52922.0,50943.0,0.03884733918300842
2014Q3,Zulko/moviepy,0.22222222222222232,-0.5,0.030303030303030304,0.16666666666666674,0.8484848484848485,3.0,0.12121212121212122,,,,,,,,,,,,,,0.15151515151515152,861.0,701.0,0.22824536376604843
2014Q3,django/django,0.33333333333333326,2.0,0.08333333333333333,0.6000000000000001,0.8888888888888888,-0.8333333333333334,0.027777777777777776,,,,,,,,,,,,,,0.1111111111111111,9585.0,8695.0,0.10235767682576191
2014Q3,facebook/react,8.0,0.0,,8.0,1.0,0.0,,,,,,-0.8,0.0,,0.0,1.0,0.0,,,,0.2,7681.0,6413.0,0.1977233743957587
2014Q3,pallets/flask,-0.7083333333333333,0.0,0.14285714285714285,-0.7391304347826086,0.8571428571428571,0.0,,,,,,,,,,,,,,,0.0,9354.0,9187.0,0.018177860019592984
2014Q3,rails/rails,0.0,0.0,,0.0,,0.0,,0.0,,1.0,0.15384615384615385,0.0,-0.5,0.07692307692307693,,0.07692307692307693,-0.09999999999999998,0.6923076923076923,,,0.0,20011.0,19039.0,0.05105310152844167
2014Q3,twbs/bootstrap,9.5,0.0,0.047619047619047616,17.0,0.8571428571428571,-0.33333333333333337,0.09523809523809523,,,,,,,,,,,,,,0.19047619047619047,56083.0,53816.0,0.042125018581834484
2014Q4,Zulko/moviepy,-0.3939393939393939,0.0,,-0.3928571428571429,0.85,-0.25,0.15,,,,,,,,,1.0,,,,,0.19047619047619047,1048.0,900.0,0.1644444444444444
2014Q4,django/django,0.4722222222222223,-0.6666666666666667,0.018867924528301886,0.46875,0.8867924528301887,4.0,0.09433962264150944,,,,,,,,,,,,,,0.1320754716981132,10558.0,9709.0,0.08744463899474719
2014Q4,ethereum/go-ethereum,,,,,1.0,,,,,,,,,,,,,,,,0.0,1263.0,1202.0,0.05074875207986684
2014Q4,facebook/react,0.0,0.0,,-0.33333333333333337,0.6666666666666666,0.5,0.3333333333333333,,,,,0.0,0.0,,0.0,,0.0,,,,0.1111111111111111,10496.0,9068.0,0.15747684164093512
2014Q4,pallets/flask,-0.5714285714285714,0.0,,-0.5,1.0,0.0,,,,,,,,,,,,,,,0.3333333333333333,9894.0,9884.0,0.0010117361392147917
2014Q4,rails/rails,-0.5,0.0,,-0.5,1.0,0.0,,0.0,0.04,0.5,0.12,0.9230769230769231,3.0,0.16,0.0,0.04,0.6666666666666667,0.6,,0.04,0.07692307692307693,20773.0,20022.0,0.037508740385575834
2014Q4,twbs/bootstrap,3.4761904761904763,5.0,0.06382978723404255,3.666666666666667,0.8936170212765957,1.0,0.0425531914893617,,,,,,,,,,,,,,0.24468085106382978,58988.0,57360.0,0.02838214783821469
2015Q1,Zulko/moviepy,-0.7,0.0,0.16666666666666666,-0.7058823529411764,0.8333333333333334,0.0,,,,,,4.0,,,0.0,,,0.8,,0.2,0.18181818181818182,1236.0,1146.0,0.07853403141361248
2015Q1,django/django,0.39622641509433953,5.0,0.08108108108108109,0.36170212765957444,0.8648648648648649,-0.19999999999999996,0.05405405405405406,,,,,,,,,,,,,,0.13513513513513514,11577.0,10658.0,0.08622630887596161
2015Q1,ethereum/go-ethereum,21.666666666666668,,0.04411764705882353,17.666666666666668,0.8235294117647058,,0.1323529411764706,,,,,,,,,,,,,,0.22058823529411764,1775.0,1515.0,0.1716171617161717
2015Q1,facebook/react,0.22222222222222232,0.0,,0.5,0.8181818181818182,-0.33333333333333337,0.18181818181818182,,,,,0.0,0.0,1.0,0.0,,0.0,,,,0.0,16263.0,11710.0,0.38881298035866774
2015Q1,pallets/flask,3.333333333333333,0.0,,3.0,0.9230769230769231,0.0,0.07692307692307693,,,,,,,,,,,,,,0.15384615384615385,11545.0,10924.0,0.05684730867813981
2015Q1,phoenixframework/phoenix,,,,,1.0,,,,,,,,,,,,,,,,0.125,2186.0,1955.0,0.11815856777493616
2015Q1,rails/rails,0.0,0.0,,0.0,,0.0,,1.0,0.1111111111111111,-0.33333333333333337,0.1111111111111111,-0.28,0.25,0.2777777777777778,0.0,0.05555555555555555,-0.4666666666666667,0.4444444444444444,0.0,,0.2222222222222222,22076.0,21049.0,0.04879091643308464
2015Q1,twbs/bootstrap,-0.3191489361702128,0.0,,-0.30952380952380953,0.90625,0.5,0.09375,,,,,,,,,,,,,,0.21875,61351.0,60105.0,0.020730388486814633
2015Q2,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,,,,,0.19999999999999996,,,0.0,0.16666666666666666,0.25,0.8333333333333334,0.0,,0.16666666666666666,1421.0,1320.0,0.07651515151515142
2015Q2,django/django,-0.7702702702702703,0.0,,-0.734375,1.0,0.0,,,,,,,,,,,,,,,0.23529411764705882,12862.0,11930.0,0.07812238055322718
2015Q2,ethereum/go-ethereum,1.75,1.6666666666666665,0.0427807486631016,1.9107142857142856,0.8716577540106952,0.7777777777777777,0.0855614973262032,,,,,,,,,,,,,,0.27807486631016043,2222.0,1880.0,0.18191489361702118
2015Q2,facebook/react,0.2727272727272727,0.0,,0.4444444444444444,0.9285714285714286,-0.5,0.07142857142857142,,,,,2.0,0.0,,0.0,0.3333333333333333,-0.6666666666666667,0.3333333333333333,,0.3333333333333333,0.4117647058823529,20751.0,16688.0,0.2434683604985619
2015Q2,pallets/flask,-0.8461538461538461,0.0,,-0.8333333333333334,1.0,0.0,,,,,,,,,,,,,,,0.0,11717.0,11717.0,0.0
2015Q2,phoenixframework/phoenix,-0.375,,,-0.375,1.0,,,,,,,,,,,,,,,,0.0,2529.0,2207.0,0.14589941096511105
2015Q2,rails/rails,0.0,0.0,,0.0,,0.0,,-0.5,0.0625,-0.5,0.0625,-0.11111111111111116,0.0,0.3125,0.0,,0.0,0.5,0.0,0.0625,0.0625,23222.0,22240.0,0.04415467625899283
2015Q2,twbs/bootstrap,-0.25,-0.33333333333333337,0.08333333333333333,-0.31034482758620685,0.8333333333333334,-0.33333333333333337,0.08333333333333333,,,,,,,,,,,,,,0.1875,64862.0,63202.0,0.026264991614189492
2015Q3,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,,,,,-0.5,,0.3333333333333333,0.0,0.3333333333333333,-0.8,0.3333333333333333,0.0,,0.3333333333333333,1557.0,1501.0,0.03730846102598262
2015Q3,django/django,2.3529411764705883,-0.8333333333333334,0.017543859649122806,2.0588235294117645,0.9122807017543859,0.0,0.07017543859649122,,,,,,,,,,,,,,0.21052631578947367,13993.0,12874.0,0.08691937237843717
2015Q3,ethereum/go-ethereum,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,,,0.0,2591.0,2591.0,0.0
2015Q3,facebook/react,-0.8571428571428572,0.0,,-0.8461538461538461,1.0,0.0,,,,,,1.0,1.0,0.3333333333333333,0.0,0.16666666666666666,2.0,0.5,0.0,,0.25,25018.0,22092.0,0.13244613434727492
2015Q3,nodejs/nodejs.org,,,,,0.9,,0.1,,,,,,,,,,,,,,0.2,55.0,28.0,0.9642857142857142
2015Q3,phoenixframework/phoenix,4.0,,,4.0,1.0,,,,,,,,,,,,,,,,0.08,3039.0,2800.0,0.08535714285714291
2015Q3,rails/rails,0.0,0.0,,0.0,1.0,0.0,,0.0,,1.0,0.2857142857142857,-0.5625,-0.6,0.2857142857142857,0.0,,-0.625,0.42857142857142855,0.0,,0.0,24442.0,23398.0,0.04461919822207028
2015Q3,twbs/bootstrap,-0.7083333333333333,0.0,,-0.7,0.8571428571428571,-0.5,0.14285714285714285,,,,,,,,,,,,,,0.21428571428571427,67544.0,66363.0,0.017796061058119816
2015Q4,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,,,,0.5,-0.33333333333333337,0.0,,0.0,0.5,0.0,,0.0,,0.0,1683.0,1630.0,0.03251533742331292
2015Q4,django/django,-0.7543859649122807,0.0,0.07142857142857142,-0.75,0.9285714285714286,0.0,,,,,,,,,,,,,,,0.0,15244.0,14293.0,0.06653606660603084
2015Q4,ethereum/go-ethereum,-0.9893048128342246,0.0,,-0.9877300613496932,1.0,0.0,,,,,,0.0,,,,1.0,0.0,,,,0.3333333333333333,2656.0,2608.0,0.018404907975460016
2015Q4,facebook/react,0.0,0.0,0.5,-0.5,0.5,0.0,,,,,0.2,-0.16666666666666663,-0.5,0.2,0.0,0.2,-0.33333333333333337,0.4,0.0,,0.0,28373.0,25172.0,0.1271651040839028
2015Q4,nodejs/nodejs.org,-0.55,,,-0.5,1.0,0.0,,,,,,,,,,,,,,,0.1111111111111111,100.0,73.0,0.36986301369863006
2015Q4,phoenixframework/phoenix,-0.84,,,-0.88,0.75,,0.25,,,,,,,,,,,,,,0.5,3822.0,3822.0,0.0
2015Q4,rails/rails,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.1428571428571428,0.0,0.25,0.0,,0.6666666666666667,0.625,0.0,0.125,0.25,25658.0,24878.0,0.03135300265294627
2015Q4,twbs/bootstrap,-0.0714285714285714,-0.75,0.07692307692307693,-0.16666666666666663,0.7692307692307693,0.0,0.15384615384615385,,,,,,,,,,,,,,0.23076923076923078,70322.0,70322.0,0.0
2016Q1,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,,0.16666666666666666,0.0,,2.0,0.0,,1.0,0.3333333333333333,2.0,0.5,0.0,,0.0,1822.0,1772.0,0.028216704288938965
2016Q1,django/django,0.1428571428571428,0.0,0.0625,0.07692307692307687,0.875,-0.75,0.0625,,,,,,,,,,,,,,0.0625,16351.0,15335.0,0.06625366807955646
2016Q1,ethereum/go-ethereum,6.5,0.0,,6.5,1.0,0.0,,,,,,3.0,,,1.0,0.5,1.0,0.5,,,0.15789473684210525,3217.0,3001.0,0.07197600799733417
2016Q1,facebook/react,24.5,1.0,0.0392156862745098,48.0,0.9607843137254902,0.0,,,,0.0,,0.0,1.0,0.4,0.0,,0.5,0.6,0.0,,0.16071428571428573,34185.0,30404.0,0.12435863702144445
2016Q1,nodejs/nodejs.org,0.5555555555555556,,,0.33333333333333326,0.8571428571428571,0.0,0.14285714285714285,,,,,,,,,,,,,,0.14285714285714285,173.0,122.0,0.4180327868852458
2016Q1,pallets/flask,-0.5,0.0,,-0.5,1.0,0.0,,,,,,,,,,,,,,,0.0,16070.0,16070.0,0.0
2016Q1,phoenixframework/phoenix,2.25,,,3.333333333333333,1.0,0.0,,,,,,,,,,,,,,,0.23076923076923078,4932.0,4579.0,0.07709106791875953
2016Q1,rails/rails,0.0,0.0,,0.0,,0.0,,1.0,0.07142857142857142,0.0,0.07142857142857142,2.5,1.0,0.14285714285714285,2.0,0.10714285714285714,1.6,0.4642857142857143,3.0,0.14285714285714285,0.14285714285714285,26478.0,25685.0,0.03087405100253071
2016Q2,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,-0.5,0.0,,0.0,,0.0,1.0,0.0,,0.0,1977.0,1880.0,0.05159574468085104
2016Q2,django/django,0.8125,1.0,0.06896551724137931,0.8571428571428572,0.896551724137931,0.0,0.034482758620689655,,,,,,,,,,,,,,0.13793103448275862,17637.0,16519.0,0.06767964162479578
2016Q2,facebook/react,-0.4117647058823529,0.0,,-0.4693877551020408,0.8666666666666667,3.0,0.13333333333333333,,0.14285714285714285,0.0,,0.3999999999999999,1.0,0.5714285714285714,0.0,0.14285714285714285,-0.6666666666666667,0.14285714285714285,0.0,,0.13513513513513514,39416.0,34783.0,0.13319725153092032
2016Q2,nodejs/nodejs.org,-0.6428571428571428,,,-0.75,0.6,0.0,0.4,,,,,,,,,,,,,,0.6,210.0,180.0,0.16666666666666674
2016Q2,pallets/flask,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,18133.0,18133.0,0.0
2016Q2,phoenixframework/phoenix,-0.6153846153846154,,,-0.6153846153846154,1.0,0.0,,,,,,,,,,,,,,,0.0,5934.0,5483.0,0.08225424037935447
2016Q2,rails/rails,0.0,0.0,,0.0,,0.0,,0.0,0.10526315789473684,-0.5,0.05263157894736842,-0.3214285714285714,-0.25,0.15789473684210525,0.0,,0.0,0.6842105263157895,0.0,,0.3157894736842105,28064.0,26918.0,0.04257374247715284
2016Q2,zzzprojects/System.Linq.Dynamic.Core,,,,,0.9770114942528736,,0.022988505747126436,,,,,,,,,,,,,,0.1839080459770115,16.0,0.0,0.0
2016Q3,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,-0.33333333333333337,0.0,,0.0,1.0,0.0,,0.0,,1.0,2025.0,2023.0,0.000988630746416197
2016Q3,django/django,-0.48275862068965514,0.0,,-0.5,0.8666666666666667,1.0,0.13333333333333333,,,,,,,,,,,,,,0.2,19075.0,17959.0,0.062141544629433776
2016Q3,ethereum/go-ethereum,0.0,0.0,,0.0,,0.0,,,,,,-0.75,,,0.0,,-0.5,1.0,,,0.0,3712.0,3712.0,0.0
2016Q3,facebook/react,-0.5333333333333333,0.0,,-0.5384615384615384,0.8571428571428571,-0.5,0.14285714285714285,0.0,,0.0,,0.4285714285714286,-0.25,0.3,1.0,0.2,4.0,0.5,0.0,,0.16666666666666666,45157.0,39466.0,0.1442000709471445
2016Q3,nodejs/nodejs.org,-0.6,,,-0.33333333333333337,1.0,0.0,,,,,,,,,,,,,,,0.0,253.0,231.0,0.09523809523809534
2016Q3,pallets/flask,3.0,0.0,,3.0,1.0,0.0,,,,,,,,,,,,,,,0.25,19861.0,19569.0,0.014921559609586632
2016Q3,rails/rails,16.0,0.0,,14.0,0.8823529411764706,-0.92,0.11764705882352941,-0.5,0.07692307692307693,0.0,,-0.3157894736842105,-0.6666666666666667,0.07692307692307693,-0.6666666666666667,0.07692307692307693,-0.3846153846153846,0.6153846153846154,-0.5,0.15384615384615385,0.43333333333333335,29378.0,28218.0,0.04110851229711532
2016Q3,zzzprojects/System.Linq.Dynamic.Core,-0.9540229885057472,,,-0.9647058823529412,0.75,-0.5,0.25,,,,,,,,,,,,,,0.5,37.0,20.0,0.8500000000000001
2016Q4,Zulko/moviepy,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.5,0.0,0.2,0.0,,0.33333333333333326,0.8,0.0,,0.0,2204.0,2122.0,0.03864278982092362
2016Q4,django/django,2.4,-0.5,0.0196078431372549,2.6923076923076925,0.9411764705882353,0.0,0.0392156862745098,,,,,,,,,,,,,,0.23529411764705882,20475.0,19171.0,0.0680194043085911
2016Q4,ethereum/go-ethereum,-0.8666666666666667,0.0,,-0.8666666666666667,1.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,0.0,4382.0,4382.0,0.0
2016Q4,facebook/react,1.8571428571428572,0.0,,1.1666666666666665,0.65,6.0,0.35,0.0,,0.0,,1.0,0.6666666666666667,0.25,-0.5,0.05,1.0,0.5,3.0,0.2,0.13333333333333333,50482.0,45734.0,0.1038177286045392
2016Q4,phoenixframework/phoenix,0.6000000000000001,,0.125,0.3999999999999999,0.875,0.0,,,,,,,,,,,,,,,0.125,7653.0,7497.0,0.02080832332933169
